fotograma,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,matricula_en_su_caso,conf_matricula,mx1,my1,mx2,my2,texto_OCR,texto_VLM
522,car,0.35272765159606934,1,1390,325,1440,361,,,,,,,,
522,car,0.3367891013622284,1,1401,324,1450,363,,,,,,,,
522,car,0.3134407103061676,4,1102,312,1142,344,,,,,,,,
522,car,0.27527427673339844,4,1137,315,1173,343,,,,,,,,
523,person,0.7765792012214661,18,636,282,675,403,,,,,,,,
523,person,0.7571417093276978,18,670,271,710,405,,,,,,,,
523,car,0.6643872857093811,14,1275,317,1337,359,,,,,,,,
523,car,0.6482930779457092,1,1427,322,1512,382,,,,,,,,
523,car,0.5050628781318665,2,1340,323,1374,350,,,,,,,,
523,car,0.4249753952026367,4,1103,311,1172,344,,,,,,,,
523,car,0.3888632357120514,2,1372,323,1404,357,,,,,,,,
523,car,0.356166273355484,2,1389,325,1439,361,,,,,,,,
523,car,0.3459250032901764,1,1402,329,1438,364,,,,,,,,
523,car,0.3270629048347473,1,1399,324,1449,363,,,,,,,,
523,car,0.31904327869415283,4,1103,312,1145,344,,,,,,,,
523,car,0.2917892038822174,4,1134,313,1174,344,,,,,,,,
524,person,0.7850964665412903,18,637,283,677,404,,,,,,,,
524,person,0.7378602623939514,18,670,272,711,405,,,,,,,,
524,car,0.6397509574890137,1,1425,321,1512,381,,,,,,,,
524,car,0.6335731744766235,14,1275,318,1332,357,,,,,,,,
524,car,0.5440672039985657,26,1340,324,1373,349,,,,,,,,
524,person,0.4576200246810913,13,849,294,875,365,,,,,,,,
524,car,0.4025024473667145,2,1369,323,1404,357,,,,,,,,
524,car,0.3788279592990875,2,1389,325,1441,361,,,,,,,,
524,car,0.37028342485427856,4,1104,311,1172,345,,,,,,,,
524,car,0.3625216782093048,1,1401,327,1440,364,,,,,,,,
524,car,0.2840093970298767,4,1137,313,1174,344,,,,,,,,
524,car,0.26565492153167725,4,1103,311,1140,344,,,,,,,,
525,person,0.7669082283973694,18,639,282,678,403,,,,,,,,
525,person,0.7225048542022705,18,671,272,715,405,,,,,,,,
525,car,0.6300180554389954,1,1425,321,1512,381,,,,,,,,
525,car,0.567563533782959,14,1274,317,1330,357,,,,,,,,
525,car,0.563575029373169,26,1340,324,1372,349,,,,,,,,
525,car,0.3990305960178375,2,1369,324,1404,357,,,,,,,,
525,car,0.385817289352417,4,1105,312,1172,344,,,,,,,,
525,person,0.379809707403183,13,849,294,875,368,,,,,,,,
525,car,0.35446906089782715,1,1402,328,1440,364,,,,,,,,
525,car,0.34984612464904785,1,1389,325,1439,361,,,,,,,,
525,car,0.32701733708381653,1,1400,324,1450,363,,,,,,,,
525,car,0.2809518575668335,4,1138,314,1175,344,,,,,,,,
525,car,0.2688995897769928,4,1104,312,1144,343,,,,,,,,
526,person,0.769850492477417,18,640,283,680,403,,,,,,,,
526,person,0.7316455841064453,18,677,282,717,404,,,,,,,,
526,car,0.645549476146698,1,1427,322,1512,382,,,,,,,,
526,car,0.5603778958320618,14,1274,317,1329,355,,,,,,,,
526,car,0.5441681742668152,2,1340,324,1372,350,,,,,,,,
526,car,0.3940344750881195,2,1366,323,1404,357,,,,,,,,
526,car,0.391663134098053,4,1111,312,1173,344,,,,,,,,
526,car,0.3715999126434326,4,1136,314,1175,344,,,,,,,,
526,car,0.3457586467266083,1,1403,328,1439,364,,,,,,,,
526,car,0.33496877551078796,1,1388,325,1433,361,,,,,,,,
526,car,0.3208221197128296,1,1401,324,1451,363,,,,,,,,
526,person,0.30028489232063293,13,851,294,877,368,,,,,,,,
526,car,0.26747170090675354,4,1110,312,1145,344,,,,,,,,
527,person,0.7602959275245667,18,641,284,682,404,,,,,,,,
527,person,0.74624103307724,18,677,281,718,404,,,,,,,,
527,car,0.6426469087600708,14,1273,319,1317,353,,,,,,,,
527,car,0.6330167055130005,1,1425,321,1512,381,,,,,,,,
527,car,0.5479987263679504,2,1341,324,1370,350,,,,,,,,
527,car,0.41212067008018494,2,1369,323,1403,357,,,,,,,,
527,car,0.3931947946548462,4,1112,311,1173,344,,,,,,,,
527,person,0.38713333010673523,13,854,295,878,366,,,,,,,,
527,car,0.35263052582740784,2,1389,325,1438,361,,,,,,,,
527,car,0.34613582491874695,4,1136,313,1176,344,,,,,,,,
527,car,0.342112272977829,1,1403,328,1440,364,,,,,,,,
527,car,0.3168320953845978,1,1401,323,1450,363,,,,,,,,
527,car,0.297261118888855,4,1112,311,1151,344,,,,,,,,
528,person,0.7638649940490723,18,642,284,683,404,,,,,,,,
528,person,0.7577112317085266,18,678,282,721,405,,,,,,,,
528,car,0.6986699104309082,14,1272,320,1315,352,,,,,,,,
528,car,0.6458492875099182,1,1427,322,1512,382,,,,,,,,
528,person,0.6091025471687317,13,853,294,879,369,,,,,,,,
528,car,0.5544878840446472,26,1341,324,1370,350,,,,,,,,
528,car,0.4920324385166168,4,1113,311,1176,345,,,,,,,,
528,car,0.43613696098327637,2,1369,323,1402,357,,,,,,,,
528,car,0.34152480959892273,2,1388,325,1435,361,,,,,,,,
528,car,0.3361503481864929,1,1404,328,1440,364,,,,,,,,
528,car,0.3147432804107666,1,1402,324,1451,363,,,,,,,,
528,car,0.287508100271225,14,1320,322,1345,352,,,,,,,,
529,person,0.7637607455253601,18,680,281,721,404,,,,,,,,
529,person,0.7476681470870972,18,645,286,685,404,,,,,,,,
529,car,0.6343827247619629,14,1272,318,1313,352,,,,,,,,
529,car,0.6234567761421204,1,1425,321,1512,381,,,,,,,,
529,car,0.5712460279464722,26,1340,324,1370,351,,,,,,,,
529,car,0.521084725856781,4,1114,311,1178,345,,,,,,,,
529,car,0.46563637256622314,2,1367,324,1401,356,,,,,,,,
529,car,0.3530813455581665,1,1402,326,1443,366,,,,,,,,
529,car,0.33942893147468567,1,1388,325,1433,361,,,,,,,,
529,car,0.30800849199295044,1,1403,323,1454,365,,,,,,,,
529,person,0.2869459092617035,13,856,294,882,368,,,,,,,,
529,car,0.2838624119758606,14,1313,321,1345,353,,,,,,,,
529,car,0.28205400705337524,9,978,307,1026,334,,,,,,,,
529,car,0.266903281211853,17,1226,324,1246,337,,,,,,,,
530,person,0.7584018111228943,18,680,280,722,404,,,,,,,,
530,person,0.7543694972991943,18,646,286,686,404,,,,,,,,
530,car,0.6073748469352722,14,1271,317,1313,353,,,,,,,,
530,car,0.6052327156066895,1,1425,321,1512,381,,,,,,,,
530,car,0.5856138467788696,4,1116,311,1178,345,,,,,,,,
530,car,0.5518726110458374,2,1340,324,1370,352,,,,,,,,
530,car,0.44368162751197815,2,1367,323,1401,357,,,,,,,,
530,car,0.35209280252456665,1,1403,325,1445,366,,,,,,,,
530,car,0.3432312309741974,1,1387,325,1433,361,,,,,,,,
530,car,0.34284499287605286,14,1309,320,1345,354,,,,,,,,
530,car,0.3330208957195282,14,1271,316,1341,355,,,,,,,,
531,person,0.762645423412323,18,647,284,688,403,,,,,,,,
531,person,0.7118440270423889,18,683,281,722,403,,,,,,,,
531,person,0.6784757375717163,13,858,291,884,369,,,,,,,,
531,car,0.6416443586349487,14,1271,317,1314,352,,,,,,,,
531,car,0.6072588562965393,3,1425,321,1512,381,,,,,,,,
531,car,0.5635745525360107,2,1340,324,1371,351,,,,,,,,
531,car,0.5385317802429199,4,1122,312,1178,345,,,,,,,,
531,car,0.45567020773887634,2,1315,321,1345,352,,,,,,,,
531,car,0.45412200689315796,1,1369,323,1401,356,,,,,,,,
531,car,0.35934966802597046,1,1402,325,1443,366,,,,,,,,
531,car,0.34843379259109497,1,1387,324,1432,361,,,,,,,,
531,car,0.31216520071029663,1,1404,323,1454,365,,,,,,,,
531,car,0.2839089632034302,9,978,307,1026,334,,,,,,,,
532,person,0.7531965970993042,18,650,282,690,401,,,,,,,,
532,person,0.7338411808013916,18,684,277,724,403,,,,,,,,
532,person,0.7249824404716492,13,859,288,885,369,,,,,,,,
532,car,0.6577398180961609,4,1118,312,1179,344,,,,,,,,
532,car,0.638809084892273,2,1271,317,1322,353,,,,,,,,
532,car,0.5976537466049194,1,1425,321,1512,381,,,,,,,,
532,car,0.5903973579406738,26,1340,324,1373,351,,,,,,,,
532,car,0.4448341727256775,16,1370,323,1401,356,,,,,,,,
532,car,0.4100102186203003,2,1318,321,1344,350,,,,,,,,
532,car,0.35785895586013794,1,1401,324,1443,366,,,,,,,,
532,car,0.3465360999107361,1,1387,324,1433,361,,,,,,,,
532,car,0.27297648787498474,9,978,307,1026,334,,,,,,,,
533,person,0.7717635035514832,18,651,281,691,400,,,,,,,,
533,person,0.738635241985321,18,688,277,726,402,,,,,,,,
533,person,0.7064862251281738,13,860,288,886,369,,,,,,,,
533,car,0.6199083924293518,2,1270,316,1323,353,,,,,,,,
533,car,0.5988398790359497,3,1425,321,1512,381,,,,,,,,
533,car,0.5979999303817749,4,1123,311,1180,345,,,,,,,,
533,car,0.5906913876533508,16,1340,324,1374,351,,,,,,,,
533,car,0.42823901772499084,1,1371,323,1402,356,,,,,,,,
533,car,0.3881511390209198,2,1319,320,1344,350,,,,,,,,
533,car,0.36176520586013794,1,1402,324,1444,366,,,,,,,,
533,car,0.3353455364704132,1,1388,324,1434,361,,,,,,,,
533,car,0.26275351643562317,9,978,306,1026,334,,,,,,,,
533,car,0.25467947125434875,17,1227,324,1246,337,,,,,,,,
534,person,0.7858506441116333,18,652,277,692,400,,,,,,,,
534,person,0.7725460529327393,18,689,277,728,400,,,,,,,,
534,car,0.6665294170379639,2,1270,316,1323,354,,,,,,,,
534,car,0.5964625477790833,4,1124,311,1181,345,,,,,,,,
534,car,0.5895071029663086,3,1425,321,1512,381,,,,,,,,
534,car,0.5805619955062866,16,1340,324,1374,351,,,,,,,,
534,car,0.5335901975631714,2,1317,320,1344,349,,,,,,,,
534,car,0.4275818169116974,1,1371,323,1401,356,,,,,,,,
534,car,0.3603854775428772,1,1402,325,1442,366,,,,,,,,
534,person,0.352608323097229,13,859,292,886,367,,,,,,,,
534,car,0.34972769021987915,1,1388,324,1434,361,,,,,,,,
534,car,0.3102174699306488,1,1404,323,1453,364,,,,,,,,
534,car,0.25846871733665466,17,1226,325,1246,337,,,,,,,,
535,person,0.7967886328697205,18,653,278,692,400,,,,,,,,
535,person,0.790098249912262,18,689,277,729,401,,,,,,,,
535,car,0.6375300884246826,2,1269,316,1321,354,,,,,,,,
535,car,0.6332665085792542,4,1125,311,1181,345,,,,,,,,
535,car,0.5865910649299622,16,1340,324,1377,351,,,,,,,,
535,car,0.5705026388168335,1,1425,321,1512,381,,,,,,,,
535,car,0.5088412761688232,2,1313,320,1343,351,,,,,,,,
535,person,0.466262549161911,13,862,289,887,363,,,,,,,,
535,car,0.42673030495643616,16,1373,323,1401,357,,,,,,,,
535,car,0.3644202947616577,1,1402,325,1443,366,,,,,,,,
535,car,0.3349473178386688,1,1389,324,1434,361,,,,,,,,
535,car,0.3115086555480957,1,1405,323,1453,365,,,,,,,,
536,person,0.8064823150634766,18,690,277,730,400,,,,,,,,
536,person,0.8058071732521057,18,655,277,694,401,,,,,,,,
536,car,0.6397712230682373,2,1269,317,1320,353,,,,,,,,
536,car,0.5866435766220093,2,1311,320,1343,350,,,,,,,,
536,person,0.5857404470443726,13,862,288,889,364,,,,,,,,
536,car,0.5748999118804932,4,1132,311,1182,345,,,,,,,,
536,car,0.568977952003479,2,1341,324,1376,351,,,,,,,,
536,car,0.5495346188545227,1,1427,322,1513,382,,,,,,,,
536,car,0.41379958391189575,2,1372,323,1401,357,,,,,,,,
536,car,0.36069199442863464,1,1403,324,1444,366,,,,,,,,
536,car,0.3354881703853607,1,1388,324,1434,361,,,,,,,,
536,car,0.30927160382270813,14,1270,316,1340,354,,,,,,,,
537,person,0.8016040325164795,18,656,277,695,401,,,,,,,,
537,person,0.7896219491958618,18,691,278,730,400,,,,,,,,
537,person,0.6649674773216248,13,863,292,889,365,,,,,,,,
537,car,0.6492244601249695,14,1269,317,1319,353,,,,,,,,
537,car,0.6028285622596741,4,1129,311,1182,345,,,,,,,,
537,car,0.5851194262504578,14,1310,320,1343,351,,,,,,,,
537,car,0.5653594732284546,3,1425,321,1512,381,,,,,,,,
537,car,0.5611798167228699,2,1340,324,1377,351,,,,,,,,
537,car,0.4183776080608368,1,1372,323,1400,356,,,,,,,,
537,car,0.36431095004081726,14,1270,316,1341,354,,,,,,,,
537,car,0.3512793183326721,1,1403,324,1445,366,,,,,,,,
537,car,0.3482937216758728,1,1388,324,1434,361,,,,,,,,
538,person,0.7887349724769592,18,691,278,734,401,,,,,,,,
538,person,0.7732604742050171,18,655,279,697,401,,,,,,,,
538,person,0.7149795889854431,13,863,294,889,369,,,,,,,,
538,car,0.6580901741981506,4,1127,311,1184,345,,,,,,,,
538,car,0.6059397459030151,14,1268,317,1317,353,,,,,,,,
538,car,0.6023425459861755,2,1310,320,1343,351,,,,,,,,
538,car,0.5931833386421204,3,1425,321,1512,381,,,,,,,,
538,car,0.5442115068435669,2,1340,324,1375,351,,,,,,,,
538,car,0.41106030344963074,1,1369,324,1401,356,,,,,,,,
538,car,0.35764485597610474,1,1402,324,1447,366,,,,,,,,
538,car,0.33583417534828186,1,1387,324,1434,360,,,,,,,,
538,car,0.32027316093444824,14,1269,317,1342,354,,,,,,,,
538,car,0.295304536819458,9,978,307,1027,334,,,,,,,,
539,person,0.7735660076141357,18,692,279,733,401,,,,,,,,
539,person,0.7650918960571289,18,657,282,697,400,,,,,,,,
539,car,0.685012698173523,4,1127,311,1185,345,,,,,,,,
539,car,0.5799169540405273,2,1308,320,1343,351,,,,,,,,
539,car,0.5749066472053528,3,1425,321,1512,381,,,,,,,,
539,car,0.547644317150116,2,1267,317,1312,353,,,,,,,,
539,car,0.5255816578865051,16,1340,324,1372,351,,,,,,,,
539,person,0.5059187412261963,13,865,295,889,364,,,,,,,,
539,car,0.4314756393432617,1,1366,324,1401,356,,,,,,,,
539,car,0.38829633593559265,2,1268,318,1333,355,,,,,,,,
539,car,0.35550346970558167,1,1402,324,1446,366,,,,,,,,
539,car,0.3453631103038788,1,1387,324,1435,360,,,,,,,,
539,car,0.2885434627532959,9,978,307,1027,335,,,,,,,,
539,car,0.25282517075538635,17,1226,324,1246,337,,,,,,,,
540,person,0.7917044162750244,18,693,280,735,402,,,,,,,,
540,person,0.7538273334503174,18,658,282,698,399,,,,,,,,
540,car,0.7084299325942993,2,1267,317,1311,351,,,,,,,,
540,car,0.6846654415130615,2,1305,319,1343,351,,,,,,,,
540,car,0.6414662599563599,4,1135,311,1184,344,,,,,,,,
540,car,0.5965821146965027,3,1425,321,1513,381,,,,,,,,
540,person,0.5853419303894043,13,865,296,890,369,,,,,,,,
540,car,0.5315485000610352,2,1340,324,1371,351,,,,,,,,
540,car,0.443511426448822,1,1363,324,1399,356,,,,,,,,
540,car,0.3615582287311554,1,1387,324,1434,360,,,,,,,,
540,car,0.34938034415245056,1,1402,324,1449,366,,,,,,,,
540,car,0.27032461762428284,9,978,307,1027,334,,,,,,,,
540,car,0.25549203157424927,17,1227,324,1246,338,,,,,,,,
541,person,0.7849243879318237,18,693,280,735,401,,,,,,,,
541,person,0.7614350318908691,18,662,284,698,400,,,,,,,,
541,car,0.6702789664268494,2,1307,319,1342,350,,,,,,,,
541,person,0.6677843928337097,13,866,296,890,367,,,,,,,,
541,car,0.6603679060935974,2,1266,317,1312,351,,,,,,,,
541,car,0.5984207987785339,4,1140,311,1184,344,,,,,,,,
541,car,0.5615508556365967,3,1444,322,1513,382,,,,,,,,
541,car,0.5250872373580933,16,1340,324,1371,351,,,,,,,,
541,car,0.4631890654563904,1,1362,324,1399,356,,,,,,,,
541,car,0.36452391743659973,1,1403,324,1446,366,,,,,,,,
541,car,0.36196473240852356,1,1387,324,1434,360,,,,,,,,
541,car,0.34556475281715393,2,1270,318,1329,354,,,,,,,,
542,person,0.7734017968177795,18,693,282,737,401,,,,,,,,
542,person,0.7534193396568298,18,663,283,700,399,,,,,,,,
542,car,0.6971244812011719,2,1266,317,1310,350,,,,,,,,
542,car,0.6910589933395386,2,1306,319,1343,350,,,,,,,,
542,person,0.6086996793746948,13,867,296,890,367,,,,,,,,
542,car,0.5736119151115417,4,1141,311,1184,344,,,,,,,,
542,car,0.5613350868225098,3,1445,322,1513,382,,,,,,,,
542,car,0.5282551050186157,2,1339,324,1371,351,,,,,,,,
542,car,0.4666918218135834,2,1296,319,1342,353,,,,,,,,
542,car,0.4623717963695526,1,1361,324,1397,356,,,,,,,,
542,car,0.37052983045578003,1,1387,324,1433,360,,,,,,,,
542,car,0.3690163493156433,1,1402,324,1446,366,,,,,,,,
543,person,0.7906938791275024,18,694,282,738,401,,,,,,,,
543,person,0.762643039226532,18,663,285,701,400,,,,,,,,
543,person,0.707048237323761,13,867,295,891,367,,,,,,,,
543,car,0.6964876055717468,2,1266,318,1305,350,,,,,,,,
543,car,0.6750041246414185,2,1305,319,1343,351,,,,,,,,
543,car,0.5602641701698303,3,1445,322,1513,382,,,,,,,,
543,car,0.5327466130256653,4,1141,311,1185,344,,,,,,,,
543,car,0.5259984731674194,2,1339,324,1371,351,,,,,,,,
543,car,0.4533235430717468,1,1360,324,1396,355,,,,,,,,
543,car,0.3912314474582672,1,1386,324,1432,360,,,,,,,,
543,car,0.3648202121257782,1,1404,325,1445,365,,,,,,,,
544,person,0.7817621231079102,18,693,282,739,401,,,,,,,,
544,person,0.7721396088600159,18,665,285,703,399,,,,,,,,
544,person,0.7507109045982361,13,869,294,891,366,,,,,,,,
544,car,0.6707696318626404,14,1264,318,1299,350,,,,,,,,
544,car,0.6529250741004944,2,1306,319,1343,350,,,,,,,,
544,car,0.5610532164573669,3,1447,322,1513,382,,,,,,,,
544,car,0.5451939702033997,4,1144,311,1185,344,,,,,,,,
544,car,0.5119391679763794,2,1339,323,1371,351,,,,,,,,
544,car,0.4563189446926117,1,1359,323,1396,355,,,,,,,,
544,car,0.40839308500289917,2,1294,318,1341,353,,,,,,,,
544,car,0.4026292562484741,1,1385,324,1432,360,,,,,,,,
544,car,0.3674677312374115,1,1405,324,1446,365,,,,,,,,
545,person,0.7816519141197205,18,696,281,741,401,,,,,,,,
545,person,0.7672907710075378,18,666,285,703,399,,,,,,,,
545,person,0.763087809085846,13,869,292,892,365,,,,,,,,
545,car,0.7001194953918457,2,1265,317,1306,350,,,,,,,,
545,car,0.6954713463783264,2,1304,319,1343,350,,,,,,,,
545,car,0.5848351120948792,4,1143,311,1186,344,,,,,,,,
545,car,0.5616337060928345,3,1451,322,1513,382,,,,,,,,
545,car,0.5214618444442749,2,1339,324,1371,351,,,,,,,,
545,car,0.49614962935447693,1,1425,321,1513,380,,,,,,,,
545,car,0.4479042887687683,2,1360,324,1396,355,,,,,,,,
545,car,0.387708455324173,2,1386,324,1431,360,,,,,,,,
545,car,0.36358925700187683,1,1404,325,1444,365,,,,,,,,
546,person,0.7877545952796936,18,698,280,741,399,,,,,,,,
546,person,0.7790976762771606,18,668,286,704,399,,,,,,,,
546,person,0.767182469367981,13,869,290,894,367,,,,,,,,
546,car,0.7033610939979553,14,1302,319,1343,351,,,,,,,,
546,car,0.6392818689346313,4,1139,311,1186,344,,,,,,,,
546,car,0.6294047236442566,14,1265,318,1305,350,,,,,,,,
546,car,0.5615048408508301,3,1446,322,1513,382,,,,,,,,
546,car,0.5416768193244934,16,1339,324,1371,351,,,,,,,,
546,car,0.4463372528553009,1,1361,324,1396,355,,,,,,,,
546,car,0.38564759492874146,1,1386,324,1432,360,,,,,,,,
546,car,0.3695232570171356,1,1405,326,1444,365,,,,,,,,
547,person,0.7952378392219543,18,668,285,704,399,,,,,,,,
547,person,0.7910908460617065,18,701,279,743,398,,,,,,,,
547,person,0.7682701349258423,13,870,289,895,368,,,,,,,,
547,car,0.7156421542167664,14,1300,319,1343,351,,,,,,,,
547,car,0.6873686909675598,14,1263,318,1306,350,,,,,,,,
547,car,0.6760614514350891,4,1140,311,1188,344,,,,,,,,
547,car,0.5560598969459534,3,1447,322,1513,382,,,,,,,,
547,car,0.5274865031242371,16,1339,324,1371,352,,,,,,,,
547,car,0.43923214077949524,1,1360,324,1396,356,,,,,,,,
547,car,0.3814886510372162,1,1385,324,1432,360,,,,,,,,
547,car,0.3700975775718689,1,1404,326,1444,365,,,,,,,,
548,person,0.7909228205680847,18,669,284,706,398,,,,,,,,
548,person,0.7903978228569031,18,700,278,743,398,,,,,,,,
548,car,0.724091112613678,14,1298,319,1343,351,,,,,,,,
548,person,0.6896449327468872,13,871,289,895,365,,,,,,,,
548,car,0.6749667525291443,4,1141,311,1188,344,,,,,,,,
548,car,0.6600121259689331,14,1263,319,1300,349,,,,,,,,
548,car,0.5503711104393005,3,1444,322,1513,382,,,,,,,,
548,car,0.5418797731399536,16,1339,324,1371,352,,,,,,,,
548,car,0.4551730453968048,1,1361,324,1398,356,,,,,,,,
548,car,0.36960700154304504,1,1403,327,1443,365,,,,,,,,
548,car,0.36019274592399597,1,1386,325,1432,360,,,,,,,,
549,person,0.7860793471336365,18,700,279,743,398,,,,,,,,
549,person,0.7849246859550476,18,671,282,707,398,,,,,,,,
549,car,0.739967405796051,14,1298,319,1343,350,,,,,,,,
549,person,0.6843942403793335,13,872,291,896,366,,,,,,,,
549,car,0.6398206353187561,14,1263,318,1297,349,,,,,,,,
549,car,0.6387429237365723,4,1140,311,1188,344,,,,,,,,
549,car,0.5624238848686218,16,1339,324,1370,352,,,,,,,,
549,car,0.5519977807998657,3,1451,322,1513,382,,,,,,,,
549,car,0.47674810886383057,3,1425,321,1512,380,,,,,,,,
549,car,0.46164295077323914,1,1361,324,1399,356,,,,,,,,
549,car,0.3747989535331726,1,1386,324,1432,360,,,,,,,,
549,car,0.36872372031211853,1,1404,325,1445,365,,,,,,,,
549,car,0.26279544830322266,14,1226,324,1254,339,,,,,,,,
550,person,0.7931128740310669,18,673,282,708,398,,,,,,,,
550,person,0.7812468409538269,18,702,278,743,399,,,,,,,,
550,car,0.7166293263435364,16,1303,320,1343,350,,,,,,,,
550,person,0.6912108659744263,13,873,292,897,366,,,,,,,,
550,car,0.6373003721237183,4,1140,311,1188,345,,,,,,,,
550,car,0.6228100061416626,14,1263,320,1304,348,,,,,,,,
550,car,0.5556094646453857,16,1339,324,1370,351,,,,,,,,
550,car,0.5443160533905029,3,1448,322,1513,382,,,,,,,,
550,car,0.46083807945251465,1,1360,324,1399,355,,,,,,,,
550,car,0.3921210467815399,3,1425,321,1508,381,,,,,,,,
550,car,0.37746450304985046,1,1387,324,1433,360,,,,,,,,
550,car,0.36845386028289795,1,1404,326,1444,365,,,,,,,,
551,person,0.8095046281814575,18,674,281,710,398,,,,,,,,
551,person,0.7725839018821716,18,704,279,746,399,,,,,,,,
551,car,0.716130793094635,14,1302,320,1343,350,,,,,,,,
551,person,0.6503024697303772,13,873,292,897,367,,,,,,,,
551,car,0.6496986150741577,4,1141,311,1188,345,,,,,,,,
551,car,0.5480822920799255,14,1339,324,1370,351,,,,,,,,
551,car,0.5475028157234192,3,1447,322,1513,382,,,,,,,,
551,car,0.5303897261619568,17,1262,319,1300,349,,,,,,,,
551,car,0.45783567428588867,1,1360,324,1398,356,,,,,,,,
551,car,0.4020296037197113,3,1425,321,1511,381,,,,,,,,
551,car,0.3765150010585785,1,1386,324,1433,360,,,,,,,,
551,car,0.3707198202610016,1,1404,326,1444,365,,,,,,,,
552,person,0.7773852944374084,18,674,280,712,397,,,,,,,,
552,person,0.7505617141723633,18,706,279,747,401,,,,,,,,
552,car,0.7289703488349915,14,1301,320,1343,350,,,,,,,,
552,person,0.7092016935348511,13,874,290,897,367,,,,,,,,
552,car,0.6536273956298828,4,1141,311,1189,344,,,,,,,,
552,car,0.5544358491897583,14,1339,324,1371,352,,,,,,,,
552,car,0.5419756174087524,17,1262,319,1302,349,,,,,,,,
552,car,0.5400280952453613,3,1449,322,1513,382,,,,,,,,
552,car,0.4932991862297058,1,1425,321,1512,380,,,,,,,,
552,car,0.4555150270462036,2,1361,324,1400,356,,,,,,,,
552,car,0.37096166610717773,2,1387,324,1433,360,,,,,,,,
552,car,0.3688347637653351,1,1404,325,1445,365,,,,,,,,
553,car,0.758468508720398,14,1302,321,1343,350,,,,,,,,
553,person,0.754831850528717,13,875,289,899,367,,,,,,,,
553,person,0.7525480389595032,18,708,280,749,398,,,,,,,,
553,person,0.751532256603241,18,676,280,714,397,,,,,,,,
553,car,0.6242208480834961,4,1140,311,1189,345,,,,,,,,
553,car,0.5846830010414124,1,1425,321,1513,381,,,,,,,,
553,car,0.5742483139038086,14,1339,324,1371,352,,,,,,,,
553,car,0.4785057604312897,17,1274,320,1306,350,,,,,,,,
553,car,0.43562158942222595,2,1362,324,1400,355,,,,,,,,
553,car,0.3550049960613251,2,1385,325,1432,360,,,,,,,,
553,car,0.35068821907043457,1,1403,326,1447,366,,,,,,,,
553,car,0.2805403172969818,17,1258,319,1297,349,,,,,,,,
554,person,0.7726184725761414,18,677,281,715,397,,,,,,,,
554,person,0.7709777355194092,18,709,282,751,398,,,,,,,,
554,person,0.7703760862350464,13,875,289,900,368,,,,,,,,
554,car,0.766137957572937,14,1303,320,1343,350,,,,,,,,
554,car,0.6152704954147339,4,1141,311,1189,345,,,,,,,,
554,car,0.6005879044532776,1,1425,321,1513,381,,,,,,,,
554,car,0.5821741819381714,14,1339,324,1371,352,,,,,,,,
554,car,0.5008401870727539,17,1272,319,1306,350,,,,,,,,
554,car,0.4479163587093353,2,1362,324,1400,355,,,,,,,,
554,car,0.3639821708202362,17,1258,318,1302,349,,,,,,,,
554,car,0.3592582941055298,1,1403,326,1446,365,,,,,,,,
554,car,0.3522529602050781,1,1385,325,1432,360,,,,,,,,
555,person,0.7772853374481201,18,711,285,750,398,,,,,,,,
555,person,0.7717085480690002,18,678,282,716,397,,,,,,,,
555,car,0.7595941424369812,14,1303,320,1343,350,,,,,,,,
555,person,0.7443887591362,13,876,289,900,367,,,,,,,,
555,car,0.6195838451385498,4,1142,311,1189,345,,,,,,,,
555,car,0.5877381563186646,2,1339,324,1371,352,,,,,,,,
555,car,0.5796655416488647,3,1425,321,1513,381,,,,,,,,
555,car,0.5788062810897827,14,1258,317,1304,350,,,,,,,,
555,car,0.5122129917144775,3,1452,322,1513,382,,,,,,,,
555,car,0.44741952419281006,1,1362,324,1400,355,,,,,,,,
555,car,0.35560837388038635,1,1385,324,1431,360,,,,,,,,
555,car,0.35478928685188293,1,1403,325,1448,366,,,,,,,,
556,person,0.7899200916290283,18,679,282,718,397,,,,,,,,
556,person,0.7831487655639648,18,712,284,751,398,,,,,,,,
556,car,0.7546316981315613,2,1302,320,1343,350,,,,,,,,
556,person,0.7121446132659912,13,877,290,901,367,,,,,,,,
556,car,0.6317163109779358,4,1142,311,1189,345,,,,,,,,
556,car,0.5942477583885193,1,1425,321,1513,381,,,,,,,,
556,car,0.5924335718154907,2,1339,324,1370,352,,,,,,,,
556,car,0.4541962146759033,2,1362,324,1400,355,,,,,,,,
556,car,0.4333678185939789,14,1256,315,1302,349,,,,,,,,
556,car,0.3610859811306,1,1403,325,1447,365,,,,,,,,
556,car,0.35909345746040344,1,1385,324,1432,360,,,,,,,,
557,person,0.8012915849685669,18,678,283,719,397,,,,,,,,
557,person,0.7511388063430786,18,715,284,752,398,,,,,,,,
557,car,0.7370181083679199,14,1302,320,1343,350,,,,,,,,
557,car,0.6046618223190308,2,1339,324,1370,352,,,,,,,,
557,car,0.5970701575279236,4,1142,311,1189,345,,,,,,,,
557,person,0.5858032703399658,13,879,291,901,367,,,,,,,,
557,car,0.5790963768959045,3,1425,321,1513,381,,,,,,,,
557,car,0.5221617817878723,3,1452,322,1513,382,,,,,,,,
557,car,0.45942214131355286,1,1362,324,1400,355,,,,,,,,
557,car,0.41317054629325867,14,1273,317,1301,350,,,,,,,,
